1338801439,60.016,122.349
1338801440,59.992,122.414
1338801441,59.998,122.414
1338801442,60.027,122.377
1338801443,60.027,122.378
1338801444,60.024,122.408
1338801445,60.017,122.404
1338801446,60.016,122.405
1338801447,60.015,122.381
1338801448,59.993,122.397
1338801449,59.999,122.349
1338801450,60.027,122.388
1338801451,60.024,122.265
1338801452,60.015,122.343
1338801453,60.011,122.299
1338801454,59.993,122.311
1338801455,60.027,122.261
1338801456,60.02,122.345
1338801457,60.009,122.356
1338801459,59.99,122.367
1338801460,60,122.33
1338801461,60.026,122.317
1338801462,60.015,122.31
1338801463,59.985,122.166
1338801464,59.998,122.249
1338801465,60.021,122.312
1338801466,60.005,122.327
1338801467,59.995,122.318
1338801468,60.017,122.015
1338801469,59.982,122.116
1338801470,59.999,122.163
1338801471,60.01,122.121
1338801472,59.989,122.208
1338801473,60.021,122.165
1338801474,60.003,122.216
1338801475,59.997,122.191
1338801476,60.014,122.224
1338801477,59.985,122.207
1338801478,60.023,122.211
1338801479,60.003,122.194
1338801480,59.996,122.197
1338801481,60.014,122.152
1338801482,59.985,122.214
1338801483,60.023,122.151
1338801484,60.004,122.203
1338801485,59.995,122.109
1338801486,60.012,122.202
1338801487,59.987,122.161
1338801488,60.024,122.2
1338801489,60.006,122.19
1338801490,59.993,122.218
1338801491,60.02,122.18
1338801492,60.005,122.198
1338801493,59.995,122.213
1338801494,60.019,122.223
1338801495,60.005,122.229
1338801496,59.995,122.26
1338801498,60.019,122.215
1338801499,59.98,122.186
1338801500,59.997,122.244
1338801501,60.019,122.18
1338801502,60.006,122.262
1338801503,59.995,122.243
1338801504,60.021,122.274
1338801505,60.006,122.28
1338801506,59.993,122.278
1338801507,60.023,122.284
1338801508,60.006,122.277
1338801509,59.993,122.296
1338801510,60.017,122.28
1338801511,59.982,122.28
1338801512,60,122.287
1338801513,60.004,122.212
1338801514,59.995,122.241
1338801515,60.006,122.187
1338801516,59.993,122.232
1338801517,60.008,122.118
1338801518,59.991,122.225
1338801519,60.008,122.116
1338801520,59.991,122.244
1338801521,59.978,122.194
1338801522,59.995,122.243
1338801523,59.978,122.245
1338801524,59.992,122.233
1338801525,59.98,122.246
1338801526,60.014,122.229
1338801527,59.985,122.238
1338801528,60.01,122.253
1338801529,59.989,122.131
1338801530,60.01,122.221
1338801531,59.989,122.15
1338801532,60.008,122.186
1338801533,59.992,122.149
1338801534,60.007,122.159
1338801535,59.993,122.121
1338801537,59.978,122.162
1338801538,59.995,122.232
1338801539,59.978,122.234
1338801540,59.995,122.267
1338801541,59.978,122.226
1338801542,60.019,122.352
1338801543,59.98,122.346
1338801544,60.017,122.372
1338801545,59.982,122.335
1338801546,60.016,122.384
1338801547,59.983,122.358
1338801548,60.017,122.411
1338801549,59.982,122.388
1338801550,60.021,122.407
1338801551,59.978,122.371
1338801552,59.998,122.4
1338801553,60.003,122.411
1338801554,59.996,122.414
1338801555,60.011,122.391
1338801556,59.989,122.422
1338801557,60.016,122.382
1338801558,59.982,122.425
1338801559,60.001,122.376
1338801560,60.006,122.443
1338801561,59.993,122.379
1338801562,60.015,122.455
1338801563,59.985,122.376
1338801564,60.022,122.442
1338801565,59.978,122.398
1338801566,59.998,122.441
1338801567,60.005,122.419
1338801568,59.994,122.445
1338801569,60.008,122.377
1338801570,59.991,122.434
1338801571,60.006,122.438
1338801572,59.993,122.733
1338801573,59.978,122.864
1338801574,59.994,122.828
1338801575,59.978,122.841
1338801577,60.014,122.835
1338801578,59.985,122.823
1338801579,60.004,122.804
1338801580,59.992,122.855
1338801581,59.978,122.765
1338801582,60.011,122.859
1338801583,59.988,122.825
1338801584,60.003,122.87
1338801585,59.992,122.85
1338801586,59.978,122.852
1338801587,60.012,122.845
1338801588,59.988,122.849
1338801589,59.978,122.835
1338801590,59.99,122.87
1338801591,59.981,122.812
1338801592,60.005,122.887
1338801593,59.991,122.823
1338801594,59.978,122.873
1338801595,60.009,122.808
1338801596,59.989,122.854
1338801597,59.978,122.821
1338801598,60.01,122.88
1338801599,59.989,122.829
1338801600,59.978,122.914
1338801601,59.988,122.86
1338801602,59.986,122.887
1338801603,59.978,122.881
1338801604,59.988,122.886
1338801605,59.985,122.863
1338801606,59.978,122.895
1338801607,59.993,122.831
1338801608,59.978,122.847
1338801609,59.995,122.789
1338801610,59.979,122.872
