1336727787,60.011,123.422
1336727788,59.989,123.389
1336727789,59.978,123.4
1336727790,59.993,123.399
1336727791,59.978,123.369
1336727792,60.014,123.356
1336727793,59.985,123.392
1336727794,60.003,123.376
1336727795,59.992,123.376
1336727796,59.978,123.373
1336727797,60.011,123.385
1336727798,59.989,123.398
1336727799,59.978,123.386
1336727800,59.992,123.369
1336727801,59.978,123.356
1336727802,60.003,123.354
1336727803,59.987,123.375
1336727804,59.982,123.371
1336727805,59.978,123.351
1336727806,59.984,123.352
1336727807,59.986,123.364
1336727808,59.978,123.338
1336727809,59.978,123.364
1336727810,59.981,123.374
1336727811,59.981,123.383
1336727812,59.981,123.386
1336727813,59.978,123.365
1336727814,59.978,123.358
1336727815,59.978,123.365
1336727816,59.982,123.301
1336727817,59.982,123.357
1336727818,59.978,123.376
1336727819,59.978,123.379
1336727820,59.978,123.39
1336727821,59.98,123.35
1336727822,59.982,123.549
1336727823,59.981,123.761
1336727824,59.978,123.728
1336727825,60.004,123.697
1336727826,59.983,123.757
1336727827,59.984,123.709
1336727828,59.978,123.744
1336727829,60.005,123.655
1336727830,59.985,123.734
1336727831,59.981,123.719
1336727832,59.978,123.747
1336727833,60.005,123.782
1336727834,59.983,123.721
1336727835,59.982,123.775
1336727836,59.978,123.776
1336727837,59.978,123.776
1336727838,59.982,123.763
1336727839,59.983,123.738
1336727840,59.982,123.732
1336727841,59.978,123.735
1336727842,59.978,123.722
1336727843,59.978,123.744
1336727844,59.98,123.739
1336727845,59.98,123.754
1336727846,59.978,123.707
1336727847,59.976,123.737
1336727848,59.978,123.711
1336727849,59.978,123.722
1336727850,59.978,123.664
1336727851,59.978,123.741
1336727852,59.978,123.641
1336727853,59.977,123.704
1336727854,59.977,123.659
1336727855,59.975,123.703
1336727856,59.977,123.666
1336727857,59.976,123.695
1336727858,59.974,123.669
1336727859,59.972,123.71
1336727860,59.974,123.712
1336727861,59.975,123.717
1336727862,59.975,123.724
1336727863,59.973,123.731
1336727864,59.973,123.663
1336727865,59.975,123.674
1336727866,59.974,123.758
1336727867,59.973,123.876
1336727868,59.971,123.714
1336727869,59.97,123.73
1336727870,59.971,123.711
1336727871,59.971,123.729
1336727872,59.971,123.715
1336727873,59.97,123.68
1336727874,59.971,123.712
1336727876,59.972,123.675
1336727877,59.972,123.716
1336727878,59.97,123.634
1336727879,59.947,123.674
1336727880,59.951,123.635
1336727881,59.954,123.689
1336727882,59.978,123.646
1336727883,59.978,123.697
1336727884,59.978,123.628
