kitchen:corner,1340961496,1
kitchen:corner,1340961526,0
kitchen:corner,1340961526,0
kitchen:corner,1340961553,1
kitchen:corner,1340961553,1
kitchen:corner,1340961585,0
kitchen:corner,1340961585,0
kitchen:corner,1340961587,1
kitchen:corner,1340961619,0
kitchen:corner,1340961619,0
kitchen:corner,1340961648,1
kitchen:corner,1340961698,0
kitchen:corner,1340961698,0
kitchen:corner,1340961740,1
kitchen:corner,1340961740,1
kitchen:corner,1340961770,0
kitchen:corner,1340961770,0
kitchen:corner,1340961808,1
kitchen:corner,1340961809,1
kitchen:corner,1340961838,0
kitchen:corner,1340961838,0
kitchen:corner,1340961846,1
kitchen:corner,1340961876,0
kitchen:corner,1340961876,0
kitchen:corner,1340961893,1
kitchen:corner,1340961894,1
kitchen:corner,1340961928,0
kitchen:corner,1340961928,0
kitchen:corner,1340961991,1
kitchen:corner,1340961991,1
kitchen:corner,1340962036,0
kitchen:corner,1340962036,0
kitchen:corner,1340962245,1
kitchen:corner,1340962245,1
kitchen:corner,1340962274,0
kitchen:corner,1340962275,0
kitchen:corner,1340962400,1
kitchen:corner,1340962400,1
kitchen:corner,1340962440,0
kitchen:corner,1340962440,0
kitchen:corner,1340962553,1
kitchen:corner,1340962553,1
kitchen:corner,1340962582,0
kitchen:corner,1340962583,0
kitchen:corner,1340962653,1
kitchen:corner,1340962653,1
kitchen:corner,1340962685,0
kitchen:corner,1340962685,0
kitchen:corner,1340962691,1
kitchen:corner,1340962691,1
kitchen:corner,1340962742,0
kitchen:corner,1340962742,0
kitchen:corner,1340962797,1
kitchen:corner,1340962797,1
kitchen:corner,1340962836,0
kitchen:corner,1340962837,0
kitchen:corner,1340962854,1
kitchen:corner,1340962854,1
kitchen:corner,1340962883,0
kitchen:corner,1340962884,0
kitchen:corner,1340962933,1
kitchen:corner,1340962934,1
kitchen:corner,1340962963,0
kitchen:corner,1340962963,0
kitchen:corner,1340963018,1
kitchen:corner,1340963018,1
master:corner,1340963045,1
kitchen:corner,1340963058,0
kitchen:corner,1340963058,0
kitchen:corner,1340963089,1
kitchen:corner,1340963090,1
master:corner,1340963094,0
master:corner,1340963095,0
kitchen:corner,1340963119,0
kitchen:corner,1340963119,0
kitchen:corner,1340963124,1
kitchen:corner,1340963124,1
kitchen:corner,1340963160,0
kitchen:corner,1340963160,0
kitchen:corner,1340963209,1
kitchen:corner,1340963209,1
kitchen:corner,1340963244,0
kitchen:corner,1340963245,0
kitchen:corner,1340963327,1
kitchen:corner,1340963328,1
kitchen:corner,1340963377,0
kitchen:corner,1340963377,0
kitchen:corner,1340963533,1
kitchen:corner,1340963533,1
kitchen:corner,1340963562,0
kitchen:corner,1340963562,0
kitchen:corner,1340963579,1
kitchen:corner,1340963579,1
kitchen:corner,1340963609,0
kitchen:corner,1340963609,0
kitchen:corner,1340963711,1
kitchen:corner,1340963711,1
kitchen:corner,1340963741,0
kitchen:corner,1340963741,0
kitchen:corner,1340963763,1
kitchen:corner,1340963763,1
kitchen:corner,1340963792,0
kitchen:corner,1340963792,0
kitchen:corner,1340963883,1
kitchen:corner,1340963883,1
kitchen:corner,1340963912,0
kitchen:corner,1340963912,0
kitchen:corner,1340963914,1
kitchen:corner,1340963998,1
kitchen:corner,1340963999,1
kitchen:corner,1340964028,0
kitchen:corner,1340964028,0
kitchen:corner,1340964091,1
kitchen:corner,1340964123,0
kitchen:corner,1340964123,0
kitchen:corner,1340964291,1
kitchen:corner,1340964292,1
kitchen:corner,1340964323,0
kitchen:corner,1340964323,0
kitchen:corner,1340964334,1
kitchen:corner,1340964334,1
kitchen:corner,1340964384,0
kitchen:corner,1340964384,0
kitchen:corner,1340964406,1
kitchen:corner,1340964406,1
kitchen:corner,1340964476,0
kitchen:corner,1340964477,0
kitchen:corner,1340964491,1
kitchen:corner,1340964491,1
kitchen:corner,1340964520,0
kitchen:corner,1340964521,0
kitchen:corner,1340964526,1
kitchen:corner,1340964526,1
kitchen:corner,1340964566,0
kitchen:corner,1340964566,0
kitchen:corner,1340964654,1
kitchen:corner,1340964655,1
kitchen:corner,1340964684,0
kitchen:corner,1340964684,0
kitchen:corner,1340964720,1
kitchen:corner,1340964721,1
kitchen:corner,1340964750,0
kitchen:corner,1340964751,0
kitchen:corner,1340964757,1
kitchen:corner,1340964757,1
kitchen:corner,1340964787,0
kitchen:corner,1340964787,0
kitchen:corner,1340964841,0
kitchen:corner,1340964841,0
kitchen:corner,1340964904,1
kitchen:corner,1340964938,0
kitchen:corner,1340964938,0
kitchen:corner,1340965007,1
kitchen:corner,1340965007,1
kitchen:corner,1340965036,0
kitchen:corner,1340965037,0
kitchen:corner,1340965056,1
kitchen:corner,1340965056,1
kitchen:corner,1340965101,0
kitchen:corner,1340965101,0
kitchen:corner,1340965161,1
kitchen:corner,1340965161,1
kitchen:corner,1340965191,0
kitchen:corner,1340965191,0
kitchen:corner,1340965204,1
kitchen:corner,1340965205,1
kitchen:corner,1340965234,0
kitchen:corner,1340965234,0
kitchen:corner,1340965246,1
kitchen:corner,1340965247,1
kitchen:corner,1340965276,0
kitchen:corner,1340965276,0
kitchen:corner,1340965297,1
kitchen:corner,1340965297,1
kitchen:corner,1340965327,0
kitchen:corner,1340965327,0
master:corner,1340965339,1
master:corner,1340965339,1
kitchen:corner,1340965358,1
kitchen:corner,1340965358,1
master:corner,1340965369,0
master:corner,1340965369,0
kitchen:corner,1340965387,0
kitchen:corner,1340965388,0
kitchen:corner,1340965484,1
kitchen:corner,1340965484,1
kitchen:corner,1340965523,0
kitchen:corner,1340965524,0
kitchen:corner,1340965524,1
kitchen:corner,1340965665,1
kitchen:corner,1340965665,1
kitchen:corner,1340965694,0
kitchen:corner,1340965694,0
kitchen:corner,1340965747,1
kitchen:corner,1340965748,1
kitchen:corner,1340965787,0
kitchen:corner,1340965787,0
kitchen:corner,1340965832,1
kitchen:corner,1340965832,1
kitchen:corner,1340965861,0
kitchen:corner,1340965862,0
kitchen:corner,1340965864,1
kitchen:corner,1340965864,1
kitchen:corner,1340965894,0
kitchen:corner,1340965894,0
master:corner,1340965909,1
master:corner,1340965909,1
kitchen:corner,1340965915,1
