1339768135,995.8
1339768136,995.2
1339768137,1293.9
1339768138,1614.7
1339768139,1171.3
1339768140,1174.3
1339768141,1174.3
1339768142,1175
1339768143,1179.1
1339768144,1173.8
1339768145,1172.1
1339768146,1174.6
1339768147,1176.7
1339768148,1177.2
1339768149,1179.6
1339768150,1177.2
1339768151,1177
1339768152,1177.3
1339768153,1180.8
1339768154,1179.6
1339768155,1187.5
1339768156,1184.4
1339768157,1184.6
1339768158,1180.6
1339768159,1186.1
1339768160,1183.1
1339768161,1182.8
1339768162,1184.5
1339768163,1183.5
1339768164,1181.5
1339768165,1183.5
1339768166,1182
1339768167,1184.8
1339768168,1185
1339768169,1183.5
1339768170,1180.4
1339768171,1183.3
1339768172,1181.8
1339768173,1181
1339768174,1183.1
1339768175,1181.4
1339768176,1179.4
1339768177,1181
1339768178,1182.1
1339768179,1181.9
1339768180,1181.9
1339768181,1180.4
1339768182,1178.5
1339768183,1180.5
1339768184,1178.9
1339768185,1180.9
1339768186,1181.4
1339768187,1177.3
1339768188,1177.6
1339768189,1178.5
1339768190,1177.7
1339768191,1176.9
1339768192,1178.2
1339768193,1179
1339768194,1177.8
1339768195,1179.5
1339768196,1178.8
1339768197,1176.8
1339768198,1175.4
1339768199,1176.6
1339768200,1173.5
1339768201,1173.7
1339768202,1178.1
1339768203,1175.2
1339768204,1173.1
1339768205,1175.6
1339768206,1170.4
1339768207,1171.3
1339768208,1177.9
1339768209,1171.5
1339768210,1172.3
1339768211,1174.4
1339768212,1173.9
1339768213,1175.3
1339768214,1173.4
1339768215,1175.3
1339768216,1174.5
1339768217,1173.5
1339768219,1169.7
1339768220,1170.2
1339768221,1174.1
1339768222,1170
1339768223,1173.1
1339768224,1174.5
1339768225,1173.4
1339768226,1172.1
1339768227,1174.6
1339768228,1177.9
1339768229,1174.4
1339768230,1172.1
1339768231,1173.3
1339768232,1176.2
1339768233,1179.8
1339768234,1172.6
1339768235,1173.8
1339768236,1171.4
1339768237,1174.2
1339768238,1174.3
1339768239,1172.6
1339768240,1170.7
1339768241,1172.1
1339768242,1170.4
1339768243,1174.8
1339768245,1182.9
1339768246,1176.4
1339768247,1179.6
1339768248,1178.9
1339768249,1179.1
1339768250,1173.4
1339768251,1175.1
1339768252,1174.4
1339768253,1174.3
1339768254,1177.1
1339768255,1170.8
1339768256,1171.2
1339768257,1172.3
1339768258,1173.3
1339768259,1172.8
1339768260,1176.4
1339768261,1172.2
1339768262,1170.7
1339768263,1169
1339768264,1175.4
1339768265,1172.6
1339768266,1176
1339768267,1171.7
1339768268,1174.5
1339768269,1172.8
1339768270,1174.8
1339768271,1177.3
1339768272,1175.7
1339768273,1170.5
1339768274,1173.2
1339768275,1169
1339768276,1174.2
1339768277,1172.5
1339768278,1180.8
1339768279,1177.2
1339768280,1178.7
1339768281,1169.7
1339768282,1171.2
1339768283,1170.3
1339768284,1170.7
1339768285,1171.9
