1336348800,277.3
1336348801,276.2
1336348802,272.7
1336348803,272.5
1336348804,277.1
1336348805,273.7
1336348806,272.1
1336348807,272.7
1336348808,281.9
1336348809,274.5
1336348810,281.3
1336348811,275.7
1336348812,276.8
1336348813,282.1
1336348814,275.2
1336348815,274.5
1336348816,275.3
1336348817,273.5
1336348818,282.4
1336348819,273.3
1336348820,275.3
1336348821,275.4
1336348822,279.2
1336348823,275.5
1336348824,273.8
1336348825,275
1336348826,272
1336348827,281
1336348828,271
1336348829,272.7
1336348830,272.3
1336348831,283.3
1336348832,273.5
1336348833,273.4
1336348834,271.3
1336348835,275.2
1336348836,275.2
1336348837,273.2
1336348838,271.9
1336348839,273.3
1336348840,282.6
1336348841,275.9
1336348842,278.1
1336348843,273.5
1336348844,276.5
1336348845,274.1
1336348846,277.8
1336348847,273.3
1336348848,275.1
1336348849,272.8
1336348850,283.4
1336348851,276
1336348852,276.4
1336348853,275.7
1336348854,273.4
1336348855,273.1
1336348856,272
1336348857,271.8
1336348858,277.6
1336348859,277.1
1336348860,276.5
1336348861,273.2
1336348862,273.2
1336348863,273
1336348864,272.6
1336348865,274.7
1336348866,286.9
1336348867,275.4
1336348868,276.2
1336348869,277.6
1336348870,273.9
1336348871,272.5
1336348872,272.2
1336348873,273.8
1336348874,274.7
1336348875,273.6
1336348876,277.2
1336348877,285.5
1336348878,277.3
1336348879,274.9
1336348880,277
1336348881,275.5
1336348882,275.4
1336348883,279.7
1336348884,274.7
1336348885,273.7
1336348886,274.4
1336348887,275.4
1336348888,273.9
1336348889,274.2
1336348890,275.9
1336348891,274.9
1336348892,280.1
1336348893,287.1
1336348894,275.2
1336348895,274
1336348896,274.1
1336348897,288.1
1336348898,272.8
1336348899,274.3
1336348900,276.3
1336348901,281.6
1336348902,279.7
1336348903,277.8
1336348904,273.4
1336348905,278.4
1336348906,275.3
1336348907,285.1
1336348908,277.5
1336348909,274.5
1336348910,274.8
1336348911,275.8
1336348912,274.5
1336348913,275.8
1336348914,272.5
1336348915,271.3
1336348916,276.6
1336348917,279.3
1336348918,276.9
1336348919,274.4
1336348920,272.8
1336348921,272.8
1336348922,273.6
1336348923,273.2
1336348924,277.5
1336348925,275
1336348926,272.4
1336348927,276.3
1336348928,279
1336348929,285.6
1336348930,273.2
1336348931,273.1
1336348932,274.3
1336348933,277.6
1336348934,277.9
1336348935,279.3
1336348936,274.1
1336348937,272.6
1336348938,274.6
1336348939,273
1336348940,277.4
1336348941,273.8
1336348942,277.2
1336348943,280.7
1336348944,273.7
1336348945,274.2
1336348946,273.3
1336348947,272.4
1336348948,274.9
1336348949,273.2
1336348950,283.2
1336348951,280.8
1336348952,279.4
1336348953,274.3
1336348954,275.7
1336348955,275.1
1336348956,279.6
1336348957,275.1
1336348958,278.6
1336348959,272.8
1336348960,273.1
1336348961,274.5
1336348962,276.6
1336348963,276.1
1336348964,273.4
1336348965,274.1
1336348966,273.8
1336348967,275.8
1336348968,271
1336348969,273.2
1336348970,276.3
1336348971,284.9
1336348972,272.4
1336348973,276.8
1336348974,272.2
1336348975,273.4
1336348976,272.9
1336348977,272.3
1336348978,278
1336348979,277.3
1336348980,274.5
1336348981,275.5
1336348982,277.3
1336348983,274.5
1336348984,274.1
1336348985,274.8
1336348986,277.6
1336348987,280.3
1336348988,281.5
1336348989,278.5
1336348990,274.8
1336348991,274.8
1336348992,273.1
1336348993,272.3
1336348994,274.6
1336348995,279.7
1336348996,273.5
1336348997,275.4
1336348998,278.4
1336348999,273.4
1336349000,274.9
1336349001,274.8
1336349002,282.3
1336349003,280.3
1336349004,276.8
1336349005,275.6
1336349006,277.2
1336349007,274.7
1336349008,275.5
1336349009,276.9
1336349010,279
1336349011,274.1
1336349012,274.2
1336349013,275.3
1336349014,274.7
1336349015,278.2
1336349016,274.3
1336349017,275.9
1336349018,274.7
1336349019,277.2
1336349020,280.9
1336349021,277.4
1336349022,286.7
1336349023,275.5
1336349024,275.6
1336349025,274.8
1336349026,276
1336349027,274.7
1336349028,274.4
1336349029,274.9
1336349030,280.7
1336349031,272.6
1336349032,287.4
1336349033,275.2
1336349034,275.2
1336349035,274.3
1336349036,274.6
1336349037,273.8
1336349038,273.3
1336349039,282.7
1336349040,277.9
1336349041,282.8
1336349042,274.3
1336349043,272.9
1336349044,275.2
1336349045,275.6
1336349046,275.7
1336349047,277.2
1336349048,277.2
1336349049,277.8
1336349050,274.5
1336349051,274.6
1336349052,273.1
1336349053,273.5
1336349054,275.2
1336349055,271.6
1336349056,272.6
1336349057,273.7
1336349058,274.1
1336349059,275.7
1336349060,283.9
1336349061,279.8
1336349062,275.8
1336349063,288.7
1336349064,275.2
1336349065,274.4
1336349066,274.5
1336349067,274.1
1336349068,274.4
1336349069,274.6
1336349070,274.9
1336349071,277.1
1336349072,276
1336349073,273.8
1336349074,273.7
1336349075,281
1336349076,277.7
1336349077,286.6
1336349078,274.8
1336349079,280.3
1336349080,274.7
1336349081,275.2
1336349082,274.6
1336349083,275.5
1336349084,274.8
1336349085,277
1336349086,275.6
1336349087,275.3
1336349088,279.5
1336349089,276.3
1336349090,277.3
1336349091,275.8
1336349092,274.8
1336349093,272.5
1336349094,273.7
1336349095,277
1336349096,278.8
1336349097,275.3
1336349098,274.9
1336349099,278.6
1336349100,272.6
1336349101,272.9
1336349102,272.8
1336349103,273.2
1336349104,273.2
1336349105,279.6
1336349106,273.6
1336349107,274.4
1336349108,277.7
1336349109,273.5
1336349110,274.3
1336349111,271.3
1336349112,272.8
1336349113,275.9
1336349114,270.3
1336349115,270.4
1336349116,281.4
1336349117,274.7
1336349118,272.8
1336349119,282.5
1336349120,271.4
1336349121,274.6
1336349122,279.6
1336349123,275.2
1336349124,273.5
1336349125,271.8
1336349126,272.1
1336349127,273.3
1336349128,275.3
1336349129,277.3
1336349130,273.7
1336349131,287.9
1336349132,275.1
1336349133,275.5
1336349134,278.4
1336349135,277.5
1336349136,278.3
1336349137,279.6
1336349138,288.9
1336349139,276.4
1336349140,275.7
1336349141,274.6
1336349142,275.5
1336349143,275.4
1336349144,275.2
1336349145,276.9
1336349146,275.6
1336349147,280
1336349148,277.2
1336349149,274.8
1336349150,276.9
1336349151,274.7
1336349152,277
1336349153,276.8
1336349154,278
1336349155,274.5
1336349156,276.2
1336349157,275.6
1336349158,276.1
1336349159,276.3
1336349160,277.6
1336349161,275.1
1336349162,282.9
1336349163,285.9
1336349164,274.4
1336349165,272.5
1336349166,274.5
1336349167,276.1
1336349168,272.9
1336349169,273.1
1336349170,276.6
1336349171,284.4
1336349172,276.9
1336349173,275.4
1336349174,272.6
1336349175,282.9
1336349176,275.9
1336349177,271
1336349178,282.7
1336349179,274.6
1336349180,273
1336349181,282.7
1336349182,270.8
1336349183,271.9
1336349184,271
1336349185,275.2
1336349186,282.9
1336349187,273
1336349188,274.7
1336349189,274.1
1336349190,276.1
1336349191,272.6
1336349192,274
1336349193,280
1336349194,278.2
1336349195,277.2
1336349196,281
1336349197,275.5
1336349198,277.1
1336349199,279.2
1336349200,275.4
1336349201,274.4
1336349202,272.9
1336349203,276.4
1336349204,280.3
1336349205,277.3
1336349206,276.1
1336349207,274.8
1336349208,275.9
1336349209,276.5
1336349210,274.3
1336349211,278
1336349212,276.4
1336349213,275.5
1336349214,274.4
1336349215,275
1336349216,281
1336349217,287.6
1336349218,274.6
1336349219,273.3
1336349220,279.2
1336349221,284.2
