3.5084e-12,1.0187e-12,1.514,1.514,44.742
7.5,7.4758e-13,1.756,1.756,44.742
7.5,6.1574e-13,1.927,1.927,44.742
7.5,6.1567e-13,1.51,1.51,44.742
7.5,6.1577e-13,1.287,1.287,44.742
1.3636e-11,8.8255e-13,1.381,1.381,44.742
2.4788e-12,1.1257e-12,1.259,1.259,44.742
1.3694e-12,1.2383e-12,1.214,1.214,44.742
1.5483e-12,9.1357e-13,1.518,1.518,44.742
9.3167e-13,8.4663e-13,1.303,1.303,44.742
6.1577e-13,9.5039e-13,1.187,1.187,44.742
3.954e-13,1.601e-12,1.156,1.156,44.742
2.4831e-13,1.678,9.0599e-13,1.678,44.742
1.5794e-13,2.316,2.9289e-13,2.316,44.742
8.6991e-14,1.995,1.1652e-13,1.995,44.742
7.1038e-14,4.1793,8.9581e-14,4.1793,44.742
5.9015e-14,5.3293,7.127e-14,5.3293,44.742
8.4866e-14,5.2263,1.1275e-13,5.2263,44.742
1.0865e-13,4.1603,1.59e-13,4.1603,44.742
3.4461e-13,0.19977,4.0756,4.2753,44.742
3.438e-13,0.56589,3.4744,4.0403,44.742
9.6955e-13,7.5536e-13,3.9753,3.9753,44.742
1.2099e-12,9.2825e-13,3.9743,3.9743,44.742
1.2044e-12,1.3661e-12,3.8093,3.8093,44.742
