kitchen:lights,1340702268,260,0,18
kitchen:sink,1340702271,65,0,18
kitchenhall:lights1,1340702274,195,0,18
hall:lights1,1340702278,195,0,8
guest:lights,1340702281,260,0,8
guestbath:fan,1340702284,50,0,8
guestbath:overheadlight,1340702288,100,0,8
guestbath:sinklight,1340702291,60,0,8
livingroom:dininglights,1340702295,130,0,7
livingroom:firelights,1340702298,130,0,7
livingroom:sideporch,1340702302,130,0,7
livingroom:lights1,1340702306,260,0,7
frontporch:light,1340702309,20,0,8
stairs:lights1,1340702313,65,0,8
masterbath:fan,1340702320,50,0,20
masterbath:overheadlight,1340702323,100,0,20
masterbath:sinklight,1340702326,60,0,20
master:lights,1340702330,260,0,22
master:dcloset,1340702333,20,0,22
master:jcloset,1340702337,20,0,22
bedroom:lights,1340702340,260,0,20
bedroom:maincloset,1340702344,20,0,20
bedroom:linencloset,1340702347,20,0,20
bedroom:closet,1340702351,20,0,20
masterbath:sinklight,1340706305,60,1,20
masterbath:overheadlight,1340706317,100,0,20
masterbath:fan,1340706320,50,0,20
masterbath:sinklight,1340706323,60,1,20
bedroom:lights,1340706327,260,0,20
bedroom:maincloset,1340706330,20,0,20
bedroom:linencloset,1340706333,20,0,20
bedroom:closet,1340706336,20,0,20
masterbath:fan,1340706844,50,1,20
masterbath:overheadlight,1340706852,100,0,20
masterbath:fan,1340706855,50,1,20
masterbath:sinklight,1340706859,60,1,20
bedroom:lights,1340706863,260,0,20
bedroom:maincloset,1340706865,20,0,20
bedroom:linencloset,1340706869,20,0,20
bedroom:closet,1340706872,20,0,20
masterbath:sinklight,1340707684,60,0,20
masterbath:fan,1340707685,50,0,20
masterbath:overheadlight,1340707692,100,0,20
masterbath:fan,1340707695,50,0,20
masterbath:sinklight,1340707699,60,0,20
bedroom:lights,1340707702,260,0,20
bedroom:maincloset,1340707705,20,0,20
bedroom:linencloset,1340707708,20,0,20
bedroom:closet,1340707712,20,0,20
master:dcloset,1340707889,20,1,22
master:lights,1340707897,260,0,22
master:dcloset,1340707897,20,0,22
master:jcloset,1340707905,20,0,22
